lng,lat,avg_tmpr_c,wthr_date,city,country
-90.407,38.575,24.06,2022-08-10,Saint Louis,US
-97.320,38.043,19.22,2021-10-10,Newton,US
-117.298,45.423,15.00,2022-08-14,Enterprise,US
9.205,45.452,23.64,2022-08-05,Milan,IT
-0.186,51.512,12.03,2021-10-15,London,GB
2.319,48.873,16.63,2022-09-03,Paris,FR
-0.158,51.516,17.45,2022-08-24,London,GB
-0.178,51.495,14.81,2022-08-05,London,GB
4.861,52.370,16.44,2022-08-10,Amsterdam,NL
-122.314,47.661,21.25,2022-09-05,Seattle,US
2.332,48.865,6.91,2021-10-22,Paris,FR
-89.133,31.694,25.03,2022-08-24,Laurel,US
9.178,45.466,11.03,2021-10-23,Milan,IT
-98.925,36.144,19.96,2022-09-09,Seiling,US
-0.077,51.511,13.94,2022-09-22,London,GB
-84.788,43.830,9.35,2021-10-19,Clare,US
-91.528,31.616,25.59,2022-08-15,Ferriday,US
-0.128,51.518,13.95,2022-09-22,London,GB
9.204,45.486,23.63,2022-08-05,Milan,IT
-80.080,42.047,20.74,2022-09-20,Erie,US
9.180,45.459,12.19,2021-10-05,Milan,IT
-122.715,38.364,14.42,2022-08-15,Rohnert Park,US
2.389,48.839,19.74,2022-08-14,Paris,FR
-76.932,38.996,15.64,2022-09-09,College Park,US
13.569,52.674,14.01,2022-09-06,East Hickory,US
-95.038,29.672,26.88,2022-09-24,Van Horn,US
2.338,48.851,8.97,2021-10-08,Paris,FR
2.381,48.857,17.99,2022-08-17,Paris,FR
-79.606,40.220,14.55,2022-09-01,New Stanton,US
2.163,41.395,17.57,2021-10-27,Barcelona,ES
2.348,48.849,17.75,2022-08-17,Paris,FR
-100.551,42.871,22.24,2022-08-19,Valentine,US
-84.127,36.588,16.22,2021-10-25,Jellico,US
-0.150,51.504,12.56,2021-10-15,London,GB
2.337,48.868,17.68,2022-08-17,Paris,FR
-88.299,47.415,18.76,2022-09-15,Mohawk,US
-105.174,38.747,15.63,2022-08-22,Cripple Creek,US
4.880,52.365,13.64,2021-10-01,Amsterdam,NL
2.321,48.838,18.45,2022-09-28,Paris,FR
9.187,45.467,10.52,2021-10-23,Milan,IT
-93.272,36.633,13.93,2021-10-19,Branson,US
2.325,48.855,9.15,2021-10-08,Paris,FR
-0.163,51.501,15.82,2022-07-31,London,GB
4.883,52.373,18.87,2022-08-02,Amsterdam,NL
-93.267,36.651,23.47,2022-08-06,Branson,US
-0.150,51.506,13.98,2022-09-02,London,GB
-103.395,33.382,19.82,2022-09-09,Tatum,US
2.415,48.855,17.93,2022-08-17,Vincennes,FR
-0.164,51.516,10.29,2022-09-18,London,GB
-0.076,51.513,8.76,2021-10-09,London,GB
-0.105,51.536,15.44,2022-08-06,London,GB
-79.947,37.256,17.37,2022-08-08,Roanoke,US
2.324,48.824,6.87,2021-10-22,Paris,FR
-0.146,51.514,10.91,2022-09-18,London,GB
2.318,48.871,8.34,2021-10-12,Paris,FR
-0.148,51.505,10.81,2022-09-18,London,GB
2.189,41.398,16.69,2021-10-27,Barcelona,ES
2.324,48.873,10.90,2021-10-30,Paris,FR
2.321,48.869,9.71,2021-10-18,Paris,FR
2.293,48.878,6.72,2021-10-21,Paris,FR
-0.117,51.513,10.69,2022-09-18,London,GB
-88.476,43.755,20.87,2021-10-16,Fond Du Lac,US
-115.800,40.831,25.79,2022-08-26,Elko,US
-94.252,36.464,22.64,2021-10-18,Bella Vista,US
9.184,45.471,14.50,2022-09-19,Milan,IT
9.161,45.491,22.61,2022-08-13,Milan,IT
2.307,48.854,10.91,2021-10-26,Paris,FR
-84.510,35.879,23.54,2022-08-22,Kingston,US
2.381,48.857,8.20,2021-10-08,Paris,FR
-123.930,45.991,14.12,2022-09-08,Seaside,US
4.880,52.360,17.36,2022-08-10,Amsterdam,NL
9.192,45.481,14.56,2022-09-19,Milan,IT
-0.102,51.506,14.24,2022-09-02,London,GB
2.357,48.833,17.84,2022-08-13,Paris,FR
-0.196,51.492,15.79,2022-07-31,London,GB
2.334,48.853,18.26,2022-09-28,Paris,FR
-117.103,47.767,14.88,2021-10-07,Newman Lake,US
-71.853,42.546,9.88,2021-10-11,Fitchburg,US
-0.203,51.512,8.37,2021-10-09,London,GB
9.197,45.507,12.67,2021-10-15,Milan,IT
-81.794,24.547,28.48,2022-09-24,Key West,US
-121.494,38.580,21.99,2022-08-05,Sacramento,US
11.246,43.775,26.20,2022-08-16,Humeston,US
2.278,48.852,18.16,2022-08-17,Paris,FR
-79.947,37.256,16.08,2021-09-30,Roanoke,US
-78.790,35.733,19.28,2022-08-28,Cary,US
-91.528,31.616,16.88,2021-10-23,Ferriday,US
-92.855,46.180,10.65,2022-09-06,Finlayson,US
9.187,45.456,23.34,2022-08-30,Milan,IT
-81.888,35.330,21.74,2021-10-18,Forest City,US
9.207,45.485,18.35,2022-09-11,Milan,IT
4.948,52.305,14.78,2022-09-06,Amsterdam Zuidoost,NL
2.326,48.872,9.20,2021-10-18,Paris,FR
-0.128,51.518,10.48,2022-09-18,London,GB
-0.161,51.515,13.81,2022-09-02,London,GB
4.914,52.335,14.07,2022-08-30,Amsterdam,NL
9.142,45.495,11.87,2021-10-15,Milan,IT
2.347,48.850,10.96,2021-10-02,Paris,FR
-0.133,51.499,16.25,2022-08-17,London,GB
-75.082,38.717,24.08,2022-09-26,Rehoboth Beach,US
-79.703,41.178,20.95,2022-09-22,Emlenton,US
-75.976,36.855,14.47,2021-10-21,Virginia Beach,US
-118.421,33.998,20.74,2022-09-11,Los Angeles,US
-89.809,35.205,28.21,2022-08-21,Memphis,US
-0.155,51.510,8.08,2021-10-09,London,GB
-76.932,38.996,25.13,2022-08-02,College Park,US
9.174,45.510,11.80,2021-10-15,Milan,IT
-78.011,40.484,9.53,2021-10-09,Huntingdon,US
-70.262,41.657,20.75,2022-08-13,West Yarmouth,US
4.893,52.366,13.93,2022-08-30,Amsterdam,NL
2.354,48.832,17.27,2022-08-13,Paris,FR
-86.868,20.875,27.95,2022-09-17,Mont Belvieu,US
-115.313,36.159,18.42,2022-09-28,Las Vegas,US
-122.411,37.784,16.19,2022-08-01,San Francisco,US
-94.299,37.487,23.49,2022-08-17,Lamar,US
9.187,45.467,24.01,2022-08-30,Milan,IT
9.201,45.490,13.83,2022-09-19,Milan,IT
-121.814,37.701,17.77,2022-08-08,Livermore,US
-0.105,51.512,15.26,2022-08-06,London,GB
-71.243,43.262,2.57,2021-10-25,Northwood,US
2.300,48.869,10.69,2021-10-30,Paris,FR
-121.814,37.701,16.25,2022-09-17,Livermore,US
4.844,52.368,16.73,2022-08-10,Amsterdam,NL
-96.612,33.509,28.01,2022-08-05,Howe,US
-0.076,51.510,8.69,2021-10-09,London,GB
9.205,45.452,17.79,2022-09-11,Milan,IT
2.287,48.878,10.22,2021-10-30,Paris,FR
2.283,48.850,17.36,2022-08-13,Paris,FR
2.298,48.869,18.02,2022-08-17,Paris,FR
-0.095,51.505,8.29,2021-10-09,London,GB
-85.698,38.066,14.21,2021-10-22,Shepherdsville,US
-80.602,36.481,23.81,2022-09-27,Mount Airy,US
-73.265,40.806,17.29,2022-09-10,Hauppauge,US
2.304,48.876,6.87,2021-10-21,Paris,FR
-0.158,51.516,14.40,2022-09-22,London,GB
2.362,48.856,17.95,2022-09-28,Paris,FR
2.344,48.873,7.02,2021-10-21,Paris,FR
-90.407,38.575,21.21,2022-08-06,Saint Louis,US
-92.591,36.382,22.89,2021-10-05,Bull Shoals,US
-107.851,37.933,6.64,2022-09-18,Telluride,US
-120.436,34.940,22.41,2022-09-10,Santa Maria,US
-0.185,51.502,13.62,2022-09-19,London,GB
2.309,48.872,9.16,2021-10-18,Paris,FR
-0.135,51.519,12.40,2021-10-15,London,GB
2.354,48.832,7.40,2021-10-22,Paris,FR
2.346,48.876,16.71,2022-09-03,Paris,FR
2.301,48.861,18.01,2022-09-28,Paris,FR
-0.138,51.490,15.84,2022-07-31,London,GB
2.330,48.885,9.58,2021-10-18,Paris,FR
-82.740,28.115,26.65,2022-09-22,Palm Harbor,US
16.340,48.163,26.31,2022-08-26,Vienna,AT
-84.871,35.210,25.70,2022-08-22,Cleveland,US
-88.433,42.303,7.86,2021-10-23,Woodstock,US
-116.903,47.664,19.48,2022-08-18,Coeur D Alene,US
-84.981,35.964,19.70,2022-08-30,Crossville,US
-112.183,33.539,29.21,2021-10-07,Glendale,US
2.320,48.880,17.60,2022-08-17,Paris,FR
2.159,41.395,16.63,2021-10-27,Barcelona,ES
-103.346,34.181,24.49,2022-09-13,Portales,US
-87.495,36.811,22.75,2022-08-30,Hopkinsville,US
-92.169,32.510,21.62,2021-10-13,West Monroe,US
-0.072,51.506,13.75,2022-09-02,London,GB
2.336,48.866,18.33,2022-09-28,Paris,FR
2.326,48.845,17.96,2022-08-13,Paris,FR
2.385,48.897,17.13,2022-09-03,Paris,FR
-102.902,31.592,28.10,2022-08-14,Monahans,US
2.310,48.859,7.43,2021-10-22,Paris,FR
2.332,48.849,10.99,2021-10-02,Paris,FR
9.174,45.510,23.48,2022-08-05,Milan,IT
-115.751,40.844,12.42,2021-10-09,Elko,US
-0.118,51.526,16.80,2022-08-24,London,GB
-0.206,51.457,16.09,2022-08-17,London,GB
2.306,48.874,17.56,2022-08-17,Paris,FR
-77.432,38.898,15.44,2021-10-04,Chantilly,US
9.205,45.452,11.19,2021-10-23,Milan,IT
-0.080,51.510,17.21,2022-08-24,London,GB
-90.412,34.819,25.78,2022-08-09,Robinsonville,US
-0.150,51.510,15.47,2022-08-06,London,GB
2.334,48.869,8.80,2021-10-12,Paris,FR
9.191,45.473,24.08,2022-08-30,Milan,IT
-88.857,35.662,17.41,2021-10-24,Jackson,US
-85.157,41.132,14.27,2022-09-08,Fort Wayne,US
2.333,48.887,16.91,2022-09-03,Paris,FR
9.208,45.484,18.14,2022-09-11,Milan,IT
9.160,45.481,25.93,2022-08-16,Milan,IT
2.362,48.856,17.41,2022-08-13,Paris,FR
-0.125,51.520,14.33,2022-09-02,London,GB
2.340,48.849,19.03,2022-08-14,Paris,FR
-84.464,34.255,16.98,2021-09-30,Canton,US
-82.740,28.115,27.64,2022-09-02,Palm Harbor,US
2.154,41.380,16.94,2021-10-27,Barcelona,ES
-98.155,29.143,30.05,2022-08-18,Floresville,US
4.894,52.374,14.87,2022-08-30,Amsterdam,NL
-0.190,51.493,15.89,2022-07-31,London,GB
2.319,48.873,10.20,2021-10-30,Paris,FR
-0.131,51.521,15.30,2022-08-06,London,GB
2.349,48.848,19.39,2022-08-14,Paris,FR
9.190,45.498,24.02,2022-08-30,Milan,IT
2.330,48.865,11.19,2021-10-26,Paris,FR
2.102,41.385,17.11,2021-10-27,Barcelona,ES
-0.180,51.496,10.62,2021-10-11,London,GB
-93.228,37.209,20.75,2021-10-14,Springfield,US
-0.370,51.540,13.08,2022-09-19,London,GB
-88.297,42.228,7.32,2021-10-12,Crystal Lake,US
-97.280,32.789,28.07,2022-09-23,Haltom City,US
-119.311,47.104,13.73,2022-09-15,Moses Lake,US
2.327,48.867,10.48,2021-10-30,Paris,FR
2.324,48.860,11.50,2021-10-26,Paris,FR
2.349,48.873,17.04,2022-09-03,Paris,FR
4.893,52.374,14.13,2022-08-30,Amsterdam,NL
-89.799,35.037,22.09,2021-10-11,Memphis,US
2.339,48.850,11.47,2021-10-26,Paris,FR
2.332,48.866,7.29,2021-10-22,Paris,FR
2.337,48.882,16.94,2022-09-03,Paris,FR
9.190,45.481,12.29,2021-10-15,Milan,IT
-93.129,36.260,19.11,2021-10-30,Harrison,US
2.285,48.879,10.55,2021-10-30,Paris,FR
2.336,48.873,18.04,2022-09-28,Paris,FR
-0.138,51.490,10.63,2021-10-11,London,GB
-0.144,51.518,8.86,2021-10-09,London,GB
9.184,45.471,23.43,2022-08-05,Milan,IT
-0.076,51.512,12.58,2021-10-15,London,GB
-97.435,32.735,27.17,2022-08-11,Fort Worth,US
-0.126,51.524,12.32,2021-10-15,London,GB
-84.113,36.581,24.20,2022-08-19,Jellico,US
2.308,48.854,7.55,2021-10-22,Paris,FR
2.331,48.869,10.33,2021-10-30,Paris,FR
-107.851,37.933,8.34,2022-09-07,Telluride,US
-117.300,45.418,-0.29,2021-10-03,Enterprise,US
-0.130,51.509,10.23,2022-09-18,London,GB
23.775,37.812,29.76,2022-08-10,Ramey,US
-0.188,51.494,16.35,2022-07-31,London,GB
-0.229,51.493,13.68,2022-09-19,London,GB
-80.881,35.807,22.41,2022-09-21,Statesville,US
-85.962,36.955,21.18,2022-08-05,Glasgow,US
-87.884,41.931,9.46,2021-10-21,Franklin Park,US
-89.576,40.672,24.60,2022-08-01,East Peoria,US
9.183,45.485,24.18,2022-08-30,Milan,IT
-109.913,31.443,23.34,2022-08-01,Bisbee,US
4.878,52.362,13.32,2021-10-01,Amsterdam,NL
2.288,48.866,17.91,2022-09-28,Paris,FR
-80.367,25.579,26.76,2021-09-30,Miami,US
-0.140,51.506,11.70,2021-10-15,London,GB
9.214,45.469,24.26,2022-08-05,Milan,IT
-95.403,29.681,29.13,2022-08-09,Houston,US
2.329,48.880,8.88,2021-10-12,Paris,FR
-124.192,40.768,14.59,2022-09-18,Eureka,US
-0.159,51.515,15.84,2022-08-06,London,GB
-80.746,36.487,24.44,2022-08-18,Mount Airy,US
-123.374,48.105,14.12,2022-09-09,Port Angeles,US
2.347,48.849,8.60,2021-10-08,Paris,FR
9.198,45.463,12.34,2021-10-15,Milan,IT
2.327,48.877,10.65,2021-10-30,Paris,FR
-0.197,51.510,16.05,2022-08-06,London,GB
-0.148,51.513,14.13,2022-09-02,London,GB
-0.180,51.514,15.16,2022-08-06,Paddington,GB
-0.212,51.520,7.94,2021-10-09,London,GB
9.257,45.448,12.18,2021-10-05,Milan,IT
-0.100,51.505,13.88,2022-09-22,London,GB
-0.134,51.499,16.55,2022-07-31,London,GB
-0.153,51.522,17.26,2022-08-24,London,GB
-0.126,51.507,15.48,2022-08-06,London,GB
-0.105,51.512,10.21,2022-09-18,London,GB
4.873,52.365,19.15,2022-08-02,Amsterdam,NL
-82.866,42.623,14.39,2022-09-27,Clinton Township,US
-109.913,31.443,25.60,2022-08-21,Bisbee,US
0.011,51.603,16.33,2022-08-02,London,GB
2.144,41.399,24.03,2022-08-26,Barcelona,ES
-92.984,43.682,17.04,2022-08-22,Austin,US
2.311,48.870,8.55,2021-10-12,Paris,FR
4.844,52.368,15.99,2022-08-07,Amsterdam,NL
2.345,48.866,11.38,2021-10-26,Paris,FR
-82.550,27.382,25.14,2021-10-18,Sarasota,US
-105.617,41.325,15.94,2022-09-20,Laramie,US
2.347,48.865,17.34,2022-08-13,Paris,FR
2.341,48.859,10.27,2021-10-02,Paris,FR
-120.116,38.671,8.17,2021-10-18,Pioneer,US
2.294,48.870,17.33,2022-09-03,Paris,FR
-92.071,30.515,22.14,2022-09-05,Opelousas,US
-84.128,36.920,14.74,2021-10-27,Corbin,US
-80.873,35.440,24.22,2022-08-06,Huntersville,US
-78.633,33.868,25.37,2022-08-30,Little River,US
9.202,45.487,18.40,2022-09-11,Milan,IT
4.874,52.351,13.84,2021-10-01,Amsterdam,NL
4.884,52.353,18.75,2022-08-02,Amsterdam,NL
2.328,48.844,10.51,2021-10-02,Paris,FR
2.303,48.868,17.82,2022-08-17,Paris,FR
2.303,48.868,9.44,2021-10-18,Paris,FR
-83.560,35.340,22.30,2022-08-10,Bryson City,US
12.376,45.422,12.53,2021-10-10,Mableton,US
2.389,48.839,17.77,2022-08-13,Paris,FR
4.891,52.374,17.01,2022-08-10,Amsterdam,NL
-80.944,36.941,10.63,2021-10-09,Max Meadows,US
-155.989,19.630,24.45,2022-09-01,Kailua Kona,US
9.154,45.461,23.38,2022-08-30,Milan,IT
9.199,45.479,14.28,2022-09-19,Milan,IT
9.208,45.484,10.28,2021-10-23,Milan,IT
-0.168,51.492,15.00,2022-08-05,London,GB
-0.077,51.525,17.57,2022-08-24,London,GB
9.224,45.474,18.25,2022-09-11,Milan,IT
9.192,45.466,17.99,2022-09-11,Milan,IT
-0.154,51.502,16.44,2022-08-17,London,GB
2.321,48.869,18.36,2022-08-17,Paris,FR
9.160,45.485,17.93,2022-09-11,Milan,IT
2.357,48.876,8.22,2021-10-12,Paris,FR
9.179,45.453,22.15,2022-08-13,Milan,IT
106.824,-6.195,27.92,2021-10-02,Staten Island,US
9.178,45.466,12.73,2021-10-15,Milan,IT
4.893,52.365,18.11,2022-08-03,Amsterdam,NL
-104.951,44.264,19.59,2022-09-06,Moorcroft,US
9.191,45.465,23.97,2022-08-05,Milan,IT
2.375,48.845,10.86,2021-10-02,Paris,FR
2.307,48.877,8.54,2021-10-12,Paris,FR
-80.246,26.096,29.31,2022-08-15,Fort Lauderdale,US
2.201,41.406,24.00,2022-08-26,Barcelona,ES
2.305,48.827,8.34,2021-10-08,Paris,FR
-84.618,37.072,21.44,2021-10-16,Somerset,US
-76.862,38.961,24.54,2022-08-02,Lanham,US
9.193,45.470,14.58,2022-09-19,Milan,IT
-0.132,51.519,15.58,2022-08-06,London,GB
9.183,45.489,22.85,2022-08-13,Milan,IT
-110.909,32.224,26.43,2021-10-20,Tucson,US
2.324,48.850,17.93,2022-08-13,Paris,FR
-87.259,33.846,23.00,2022-08-07,Jasper,US
-94.478,37.052,24.04,2022-09-15,Joplin,US
2.294,48.876,10.28,2021-10-30,Paris,FR
2.310,48.859,11.08,2021-10-02,Paris,FR
-122.921,45.533,11.44,2022-09-20,Hillsboro,US
-92.855,46.180,17.00,2022-08-04,Finlayson,US
-0.126,51.505,8.32,2021-10-09,London,GB
-120.512,46.614,29.80,2022-08-09,Yakima,US
-97.959,26.172,26.14,2022-09-08,Weslaco,US
-88.049,44.490,3.66,2021-10-12,Green Bay,US
-0.077,51.511,10.60,2022-09-18,London,GB
2.308,48.873,8.48,2021-10-12,Paris,FR
2.330,48.842,10.96,2021-10-02,Paris,FR
-89.799,35.036,26.14,2022-09-18,Memphis,US
-0.142,51.518,7.99,2021-10-09,London,GB
2.356,48.879,7.50,2021-10-21,Paris,FR
-0.150,51.517,8.60,2021-10-09,London,GB
4.877,52.331,17.26,2022-08-10,Amsterdam,NL
-78.052,33.953,26.55,2022-08-16,Southport,US
-80.944,36.941,18.74,2022-08-09,Max Meadows,US
-93.263,31.145,25.99,2022-09-03,Leesville,US
2.415,48.855,9.10,2021-10-08,Vincennes,FR
9.124,45.512,9.80,2021-10-30,Milan,IT
2.343,48.849,10.70,2021-10-02,Paris,FR
-72.837,41.672,19.80,2022-09-15,Plainville,US
9.197,45.507,12.15,2021-10-05,Milan,IT
-86.613,30.404,29.77,2022-08-24,Fort Walton Beach,US
9.072,45.427,23.69,2022-08-14,Washington,US
-0.163,51.502,13.50,2022-09-19,London,GB
-80.137,26.106,28.74,2022-09-05,Fort Lauderdale,US
4.904,52.374,16.55,2022-08-10,Amsterdam,NL
-0.197,51.499,16.18,2022-07-31,London,GB
-78.011,40.484,15.57,2021-10-03,Huntingdon,US
2.323,48.838,6.82,2021-10-22,Paris,FR
-76.734,38.943,25.18,2022-08-02,Bowie,US
-88.433,42.303,18.11,2022-08-28,Woodstock,US
-0.191,51.510,12.38,2021-10-15,London,GB
2.342,48.848,17.83,2022-08-17,Paris,FR
4.834,52.386,18.61,2022-08-26,Amsterdam,NL
9.146,45.479,18.01,2022-09-11,Milan,IT
2.315,48.871,17.63,2022-09-28,Paris,FR
2.299,48.881,7.55,2021-10-21,Paris,FR
4.897,52.365,18.72,2022-08-02,Amsterdam,NL
-95.255,31.965,29.05,2022-08-18,Jacksonville,US
-159.338,22.043,25.51,2022-07-31,Kapaa,US
-0.081,51.517,11.70,2021-10-15,London,GB
-0.164,51.498,15.84,2022-07-31,London,GB
-96.857,32.644,28.32,2022-08-13,Dallas,US
2.320,48.840,6.82,2021-10-22,Paris,FR
9.209,45.478,23.48,2022-08-05,Milan,IT
-76.246,40.246,8.13,2021-10-27,Stevens,US
-115.146,36.172,35.50,2022-08-08,Las Vegas,US
-0.168,51.529,13.86,2022-09-22,London,GB
2.301,48.874,7.06,2021-10-21,Paris,FR
9.202,45.488,12.08,2021-10-05,Milan,IT
-111.714,33.416,30.39,2022-09-08,Mesa,US
9.215,45.526,23.71,2022-08-30,Milan,IT
2.156,41.389,24.25,2022-08-26,Barcelona,ES
9.203,45.478,13.91,2022-09-19,Milan,IT
9.195,45.470,10.67,2021-10-23,Milan,IT
-0.119,51.502,10.60,2021-10-11,London,GB
-0.126,51.520,13.88,2022-09-22,London,GB
9.209,45.447,24.07,2022-08-05,Milan,IT
2.210,41.401,16.74,2021-10-27,Barcelona,ES
2.331,48.855,18.73,2022-09-28,Paris,FR
2.372,48.837,11.60,2021-10-26,Paris,FR
2.172,41.391,24.49,2022-08-26,Barcelona,ES
2.345,48.852,10.22,2021-10-02,Paris,FR
2.338,48.891,16.82,2022-09-03,Paris,FR
-114.577,35.144,23.98,2022-09-25,Laughlin,US
-83.011,42.629,19.75,2022-08-29,Utica,US
-84.619,37.077,24.46,2022-08-14,Somerset,US
2.324,48.871,10.94,2021-10-30,Paris,FR
9.187,45.469,22.13,2022-08-13,Milan,IT
-75.984,36.848,14.18,2021-10-21,Virginia Beach,US
2.219,41.411,16.90,2021-10-27,Barcelona,ES
-76.722,37.288,12.93,2021-10-22,Williamsburg,US
9.171,45.533,19.71,2022-08-22,Milan,IT
-0.159,51.494,14.61,2022-08-05,London,GB
-0.142,51.507,16.69,2022-08-24,London,GB
2.352,48.869,7.26,2021-10-21,Paris,FR
-77.473,37.939,20.83,2022-09-03,Ruther Glen,US
-121.806,36.699,13.11,2021-10-09,Marina,US
-0.152,51.506,12.04,2021-10-15,London,GB
2.322,48.872,17.21,2022-09-03,Paris,FR
-101.469,32.256,23.30,2021-10-22,Big Spring,US
2.304,48.867,17.91,2022-09-28,Paris,FR
-82.866,42.623,19.64,2022-08-28,Clinton Township,US
2.295,48.886,7.61,2021-10-21,Paris,FR
-101.469,32.256,27.09,2022-08-21,Big Spring,US
-106.368,39.639,13.34,2022-08-21,Vail,US
-0.286,51.555,16.96,2022-08-24,London,GB
2.331,48.868,7.92,2021-10-12,Paris,FR
-77.486,39.094,21.94,2022-08-04,Leesburg,US
14.150,45.079,19.89,2021-09-30,Guernsey,US
-105.333,42.678,17.51,2022-08-08,Douglas,US
4.926,52.359,15.35,2022-09-06,Amsterdam,NL
-97.715,31.434,21.49,2021-10-24,Gatesville,US
-122.385,40.602,13.47,2021-10-15,Redding,US
9.207,45.485,12.80,2021-10-15,Milan,IT
-71.184,41.682,20.92,2022-09-24,Fall River,US
-104.727,38.808,11.11,2021-10-20,Colorado Springs,US
2.352,48.845,11.47,2021-10-26,Paris,FR
-70.981,44.016,15.31,2022-09-10,Fryeburg,US
9.200,45.478,10.82,2021-10-23,Milan,IT
-0.164,51.516,8.54,2021-10-09,London,GB
-72.622,42.424,19.04,2022-09-12,South Deerfield,US
-87.794,41.557,7.31,2021-10-26,Tinley Park,US
9.192,45.466,24.36,2022-08-05,Milan,IT
-79.606,40.220,18.77,2021-10-15,New Stanton,US
-75.078,39.864,8.73,2021-10-27,Bellmawr,US
-117.344,33.164,20.92,2022-08-04,Carlsbad,US
-105.906,37.481,14.74,2022-08-07,Alamosa,US
-0.123,51.521,15.71,2022-08-06,London,GB
-77.006,42.857,19.54,2021-10-15,Geneva,US
2.000,41.667,16.21,2021-10-02,Barcelona,ES
2.373,48.844,11.86,2021-10-26,Paris,FR
-103.714,35.172,25.10,2022-08-18,Tucumcari,US
2.176,41.386,16.68,2021-10-27,Barcelona,ES
4.888,52.334,14.11,2022-08-30,Amsterdam,NL
9.183,45.489,23.64,2022-08-30,Milan,IT
2.315,48.871,17.65,2022-08-17,Paris,FR
2.280,48.858,10.77,2021-10-02,Paris,FR
-95.488,29.837,26.43,2021-10-12,Houston,US
-87.937,42.008,23.21,2022-08-14,Elk Grove Village,US
2.168,41.394,24.45,2022-08-26,Barcelona,ES
-98.925,36.144,16.80,2021-10-26,Seiling,US
-82.866,42.623,18.89,2022-08-22,Clinton Township,US
-117.411,47.686,24.67,2022-08-06,Spokane,US
2.369,48.855,17.53,2022-08-13,Paris,FR
-0.168,51.497,15.67,2022-07-31,London,GB
2.298,48.869,8.62,2021-10-12,Paris,FR
4.896,52.368,15.70,2022-08-07,Amsterdam,NL
2.294,48.870,17.74,2022-08-17,Paris,FR
-74.121,42.040,8.50,2021-10-28,Woodstock,US
9.209,45.447,24.13,2022-08-30,Milan,IT
2.325,48.871,7.36,2021-10-21,Paris,FR
9.206,45.500,12.14,2021-10-15,Milan,IT
-74.993,43.019,10.48,2022-09-28,Herkimer,US
2.302,48.848,6.98,2021-10-22,Paris,FR
9.191,45.461,12.25,2021-10-05,Milan,IT
-0.168,51.529,10.03,2022-09-18,London,GB
-107.603,36.892,14.78,2021-10-14,Navajo Dam,US
-123.078,45.521,12.58,2021-10-19,Forest Grove,US
-0.161,51.515,14.06,2022-09-02,London,GB
2.304,48.866,6.73,2021-10-22,Paris,FR
2.329,48.870,18.07,2022-08-17,Paris,FR
-0.181,51.476,15.90,2022-08-17,London,GB
2.366,48.848,18.08,2022-08-13,Paris,FR
-0.146,51.498,13.79,2022-09-19,London,GB
4.881,52.360,14.20,2022-08-30,Amsterdam,NL
9.202,45.478,11.75,2021-10-05,Milan,IT
-95.851,36.168,25.30,2021-10-05,Tulsa,US
-0.080,51.510,15.19,2022-08-06,London,GB
2.344,48.873,9.70,2021-10-18,Paris,FR
-94.252,36.464,24.60,2022-08-04,Bella Vista,US
4.903,52.384,18.86,2022-08-26,Amsterdam,NL
2.321,48.868,7.41,2021-10-21,Paris,FR
4.944,52.292,15.03,2022-09-06,Amsterdam,NL
-0.077,51.511,11.69,2021-10-15,London,GB
9.205,45.477,23.47,2022-08-05,Milan,IT
4.885,52.365,19.23,2022-08-02,Amsterdam,NL
2.369,48.864,18.16,2022-09-28,Paris,FR
-90.820,44.298,13.94,2022-08-31,Black River Falls,US
4.899,52.366,13.23,2021-10-01,Amsterdam,NL
-87.954,41.847,25.90,2022-09-24,Oak Brook,US
-0.150,51.504,8.36,2021-10-09,London,GB
-81.081,24.712,28.63,2022-09-11,Marathon,US
-0.002,51.537,10.55,2022-09-18,London,GB
-105.823,46.397,25.93,2022-09-08,Miles City,US
-92.646,41.324,19.13,2022-09-10,Oskaloosa,US
2.300,48.869,17.40,2022-09-28,Paris,FR
2.291,48.870,18.24,2022-08-17,Paris,FR
9.161,45.491,25.89,2022-08-16,Milan,IT
2.294,48.870,11.05,2021-10-30,Paris,FR
-83.041,42.335,15.42,2022-09-28,Detroit,US
-0.192,51.492,13.40,2022-09-19,London,GB
-80.974,34.214,20.86,2021-10-17,Blythewood,US
2.309,48.872,6.87,2021-10-21,Paris,FR
2.332,48.872,9.05,2021-10-18,Paris,FR
-72.622,42.424,1.65,2021-10-25,South Deerfield,US
4.897,52.366,16.49,2022-08-07,Amsterdam,NL
4.825,52.342,17.09,2022-08-10,Amsterdam,NL
-0.150,51.504,13.64,2022-09-19,London,GB
-93.518,47.235,5.07,2021-10-20,Grand Rapids,US
2.332,48.864,17.88,2022-09-28,Paris,FR
2.326,48.871,10.97,2021-10-30,Paris,FR
-0.168,51.497,15.58,2022-08-17,London,GB
2.319,48.871,8.80,2021-10-12,Paris,FR
11.251,43.772,24.57,2022-08-18,Humeston,US
2.343,48.849,18.92,2022-08-14,Paris,FR
2.321,48.870,17.31,2022-09-03,Paris,FR
-122.030,37.392,11.78,2021-10-15,Sunnyvale,US
2.343,48.873,17.05,2022-09-03,Paris,FR
9.203,45.483,24.19,2022-08-30,Milan,IT
-115.800,40.831,12.21,2021-10-09,Elko,US
-0.081,51.524,14.44,2022-09-22,London,GB
2.381,48.838,11.44,2021-10-26,Paris,FR
